,Date,DO_Areation_1,PH_Areation_1,ORP_Areation_1,MLSS_Areation_1,DO_Areation_2,PH_Areation_2,ORP_Areation_2,MLSS_Areation_2,PH_Anoxic_1,ORP_Anoxic_1,MLSS_Anoxic_1,PH_Anoxic_2,ORP_Anoxic_2,MLSS_Anoxic_2,TOC_in_total,TOC_out
550,2015/1/2,7.7,6.4,354.0,5785.0,6.1,6.4,168.0,6270.0,6.7,401.0,7024.0,7.4,500.0,6780.0,63.0,4.3
551,2015/1/3,7.0,6.3,350.0,5780.0,5.4,6.4,163.0,6640.0,6.7,408.0,7180.0,7.7,500.0,6260.0,66.0,4.3
552,2015/1/4,7.0,6.4,353.0,5815.0,5.7,6.4,163.0,6725.0,6.7,413.0,7097.0,7.8,500.0,6265.0,64.0,4.4
553,2015/1/5,6.8,6.5,340.0,5727.0,6.0,6.5,158.0,6744.0,6.8,421.0,6955.0,7.9,500.0,6103.0,59.0,4.5
554,2015/1/6,6.8,6.3,349.0,5875.0,6.1,6.4,160.0,6990.0,6.7,413.0,7020.0,8.1,500.0,6180.0,52.0,4.5
555,2015/1/7,4.8,6.3,335.0,5735.0,5.8,6.4,168.0,6865.0,6.6,410.0,6980.0,8.2,500.0,6260.0,61.0,4.1
556,2015/1/8,4.9,6.3,335.0,5870.0,6.9,6.5,168.0,6950.0,6.7,405.0,6990.0,7.7,500.0,6310.0,58.0,4.4
557,2015/1/9,6.2,6.3,347.0,5940.0,6.6,6.4,170.0,6555.0,6.6,405.0,6960.0,7.3,500.0,6515.0,61.0,4.7
558,2015/1/10,5.2,6.4,310.0,5750.0,3.2,6.4,154.5,6555.0,6.7,415.0,6850.0,7.5,500.0,6165.0,64.0,4.4
559,2015/1/11,5.8,6.3,327.0,5715.0,2.2,6.4,138.0,6595.0,6.7,411.0,7035.0,7.5,500.0,6240.0,58.0,4.6
560,2015/1/12,4.8,6.3,310.0,5755.0,6.1,6.4,165.0,6455.0,6.7,411.0,7150.0,7.4,500.0,6265.0,67.0,4.6
561,2015/1/13,6.3,6.3,332.0,5665.0,6.1,6.4,165.0,6400.0,6.7,414.0,7060.0,7.2,500.0,6070.0,56.0,4.7
562,2015/1/14,7.1,6.3,346.0,5715.0,6.4,6.4,168.3,6590.0,6.7,406.0,6900.0,6.4,500.0,6400.0,58.0,4.7
563,2015/1/15,3.1,6.3,290.0,6055.0,6.6,6.4,165.8,6415.0,6.7,410.0,7055.0,6.5,500.0,6165.0,64.0,4.8
564,2015/1/16,5.3,6.2,326.0,5975.0,6.2,6.3,171.5,7180.0,6.6,402.0,7010.0,6.6,500.0,6105.0,65.0,5.3
565,2015/1/17,7.2,6.3,342.0,5880.0,5.9,6.3,165.0,6930.0,6.6,406.0,6870.0,6.9,500.0,6705.0,64.0,4.9
566,2015/1/18,6.8,6.2,336.0,5785.0,5.7,6.3,163.0,6095.0,6.7,404.0,7015.0,7.8,500.0,6045.0,52.0,4.9
567,2015/1/19,6.9,6.3,330.0,5820.0,5.6,6.4,160.0,6805.0,6.7,412.0,6865.0,8.0,500.0,6100.0,55.0,4.8
568,2015/1/20,6.6,6.4,324.0,5970.0,5.3,6.4,135.0,6665.0,6.7,414.0,6912.0,7.3,500.0,6012.0,58.0,4.8
569,2015/1/21,7.1,6.3,335.0,6014.0,5.9,6.4,138.0,6570.0,6.7,410.0,6715.0,6.7,500.0,6150.0,55.0,4.5
570,2015/1/22,6.6,6.4,319.0,5901.0,5.8,6.4,139.0,6475.0,6.8,414.0,6850.0,6.2,500.0,6040.0,51.0,4.6
571,2015/1/23,6.7,6.2,336.0,5570.0,6.0,6.3,141.0,6605.0,6.6,402.0,6810.0,6.1,500.0,6072.0,53.0,4.7
572,2015/1/24,6.3,6.3,319.0,5925.0,5.7,6.3,144.0,6685.0,6.7,415.0,6790.0,6.0,500.0,5895.0,55.0,4.6
573,2015/1/25,6.0,6.2,319.0,5630.0,5.7,6.3,143.0,6225.0,6.7,412.0,6930.0,6.0,500.0,5940.0,61.0,4.7
574,2015/1/26,6.3,6.3,321.0,5335.0,6.2,6.4,133.0,6015.0,6.7,417.0,6655.0,6.2,500.0,5985.0,50.0,5.1
575,2015/1/27,6.4,6.3,329.0,5535.0,6.4,6.4,137.0,6551.0,6.8,420.0,6580.0,6.0,500.0,5895.0,50.0,4.1
576,2015/1/28,6.2,6.3,315.0,5425.0,3.4,6.4,120.0,6360.0,6.7,410.0,6780.0,8.1,500.0,5850.0,67.0,4.2
577,2015/1/29,5.3,6.2,325.0,5615.0,4.5,6.3,137.0,6700.0,6.8,410.0,6805.0,7.7,500.0,5970.0,72.0,4.6
578,2015/1/30,5.0,6.1,329.0,5670.0,4.2,6.2,141.0,8115.0,6.6,407.0,6790.0,7.9,500.0,6045.0,64.0,7.1
579,2015/1/31,6.2,6.3,342.0,5950.0,5.0,6.4,135.0,6305.0,6.7,287.0,6480.0,7.8,500.0,6560.0,52.0,7.5
580,2015/2/1,4.2,6.3,314.0,5770.0,4.0,6.3,135.0,7150.0,6.7,403.0,6560.0,8.1,500.0,6125.0,65.0,7.3
581,2015/2/2,4.0,6.3,313.0,5740.0,3.8,6.4,125.0,6450.0,6.7,409.0,6645.0,8.2,500.0,6145.0,64.0,4.4
582,2015/2/3,5.3,6.3,327.0,5650.0,4.7,6.4,127.0,6874.0,6.7,407.0,6520.0,8.4,500.0,6175.0,59.0,3.9
583,2015/2/4,5.0,6.2,328.0,5870.0,3.6,6.3,128.0,6839.0,6.6,404.0,6550.0,8.2,500.0,6165.0,62.0,4.5
584,2015/2/5,5.3,6.2,337.0,5555.0,3.1,6.2,119.0,6823.0,6.6,405.0,6460.0,7.2,500.0,6009.0,58.0,4.3
585,2015/2/6,4.5,6.2,327.0,5665.0,3.4,6.2,230.0,6795.0,6.6,404.0,6290.0,8.1,500.0,5930.0,60.0,5.0
586,2015/2/7,4.9,6.2,328.0,5720.0,3.6,6.3,121.0,6720.0,6.6,406.0,6445.0,8.2,500.0,6085.0,60.0,4.1
587,2015/2/8,5.3,6.2,334.0,5810.0,4.2,6.3,132.0,6415.0,6.6,405.0,6220.0,8.5,500.0,6330.0,60.0,4.3
588,2015/2/9,4.7,6.1,326.0,5790.0,3.2,6.2,130.0,6560.0,6.6,401.0,6320.0,8.2,500.0,6210.0,63.0,4.7
589,2015/2/10,4.7,6.2,322.0,5730.0,3.1,6.2,115.0,6652.0,6.6,407.0,6125.0,8.6,500.0,6080.0,61.0,3.9
590,2015/2/11,4.8,6.2,325.0,5840.0,3.3,6.3,125.0,6765.0,6.6,407.0,6100.0,8.1,500.0,6030.0,63.0,4.1
591,2015/2/12,3.8,6.3,308.8,5810.0,2.2,6.3,111.0,6455.0,6.7,414.0,5865.0,8.1,500.0,6130.0,62.0,3.9
592,2015/2/13,4.4,6.2,321.5,5905.0,3.2,6.3,127.5,6570.0,6.7,411.0,5925.0,8.6,500.0,6195.0,61.0,4.3
593,2015/2/14,3.8,6.0,308.3,5912.0,2.8,6.3,111.3,6445.0,6.6,410.0,5880.0,7.6,500.0,6090.0,63.0,4.8
594,2015/2/15,6.0,6.3,339.0,6235.0,2.1,6.2,118.8,6470.0,6.7,413.0,5910.0,7.7,500.0,6080.0,64.0,5.1
595,2015/2/16,5.4,6.3,342.0,6340.0,3.5,6.3,132.8,7140.0,6.7,415.0,5780.0,8.3,500.0,6100.0,67.0,4.9
596,2015/2/17,6.1,6.2,344.3,5956.0,3.8,6.2,139.5,7175.0,6.6,411.0,5830.0,8.4,500.0,6350.0,69.0,5.0
597,2015/2/18,6.8,6.3,346.8,5929.0,3.7,6.2,139.3,6300.0,6.6,413.0,5630.0,8.8,500.0,6235.0,60.0,5.1
598,2015/2/19,7.0,6.1,357.0,6023.0,3.8,6.2,143.0,6793.0,6.6,407.0,5430.0,8.5,500.0,6110.0,55.0,4.8
599,2015/2/20,7.4,6.1,363.0,5979.0,3.9,6.2,146.0,6649.0,6.5,402.0,5480.0,8.6,500.0,6535.0,61.0,5.5
600,2015/2/21,6.9,6.2,352.3,5894.0,3.0,6.2,121.3,6950.0,6.6,412.0,5325.0,8.8,500.0,6070.0,62.0,4.5
601,2015/2/22,5.4,6.2,355.3,6352.0,2.48,6.1,117.3,6700.0,6.6,407.0,5275.0,8.6,500.0,5910.0,61.0,5.0
602,2015/2/23,7.1,6.2,359.0,6368.0,2.3,6.1,120.0,6911.0,6.6,408.0,5077.0,7.8,500.0,6160.0,56.0,4.8
603,2015/2/24,6.4,6.2,352.5,6376.0,3.16,6.1,116.3,6520.0,6.6,406.0,5300.0,7.9,500.0,6030.0,58.0,4.5
604,2015/2/25,7.4,6.2,356.8,5864.0,3.1,6.2,135.0,6600.0,6.6,408.0,5220.0,8.1,500.0,5950.0,65.0,4.8
605,2015/2/26,6.9,6.3,354.0,5799.0,3.1,6.3,125.0,6520.0,6.6,408.0,5060.0,7.3,500.0,6195.0,74.0,4.4
606,2015/2/27,6.9,6.2,360.0,6200.0,2.8,6.1,128.0,6755.0,6.6,406.0,5175.0,7.5,500.0,5740.0,72.0,4.8
607,2015/2/28,6.3,6.1,360.0,5990.0,2.6,6.1,119.0,6510.0,6.6,405.0,5110.0,7.6,500.0,5655.0,72.0,4.7
608,2015/3/1,7.1,6.3,357.0,7260.0,3.5,6.2,138.0,7110.0,6.7,408.0,5040.0,7.8,500.0,5685.0,72.0,4.5
609,2015/3/2,6.9,6.2,361.0,5765.0,2.3,6.2,115.0,6670.0,6.7,409.0,5050.0,8.5,500.0,5650.0,69.0,3.8
610,2015/3/3,7.7,6.3,361.8,5865.0,4.1,6.3,133.0,6460.0,6.7,403.0,5375.0,7.2,500.0,5645.0,60.0,4.2
611,2015/3/4,6.7,6.3,361.0,6735.0,2.6,6.3,110.0,6280.0,6.7,406.0,4935.0,7.4,500.0,5535.0,62.0,4.1
612,2015/3/5,7.9,6.3,366.3,6975.0,5.4,6.2,144.0,6435.0,6.7,405.0,6085.0,6.9,500.0,6045.0,62.0,4.4
613,2015/3/6,7.7,6.3,365.1,6885.0,2.7,6.2,154.0,6321.0,6.7,407.0,6011.0,7.1,500.0,6145.0,61.0,4.2
614,2015/3/7,6.4,6.3,354.3,6340.0,3.1,6.2,130.5,6595.0,6.4,409.0,4950.0,8.0,500.0,5500.0,64.0,7.6
615,2015/3/8,6.2,7.0,360.0,7175.0,4.1,6.2,141.0,7420.0,6.6,407.0,4925.0,7.4,500.0,6110.0,64.0,7.7
616,2015/3/9,6.3,6.2,356.2,5810.0,2.6,6.2,126.0,6390.0,6.6,408.0,4930.0,8.0,500.0,5565.0,64.0,8.2
617,2015/3/10,6.4,6.2,361.0,6950.0,3.6,6.2,128.0,6870.0,6.6,407.0,5010.0,7.8,500.0,5864.0,60.0,7.0
618,2015/3/11,6.2,6.2,356.3,6875.0,2.3,6.2,108.8,6380.0,6.7,407.0,5080.0,7.7,500.0,5740.0,63.0,7.4
619,2015/3/12,6.5,6.3,353.0,7460.0,3.2,6.2,132.0,7195.0,6.6,407.0,5260.0,7.4,500.0,6195.0,63.0,7.2
620,2015/3/13,6.1,6.1,359.0,7411.0,2.5,6.2,127.0,7170.0,6.6,407.0,5270.0,8.3,500.0,5920.0,71.0,7.6
621,2015/3/14,6.0,6.3,346.0,7259.0,1.6,6.2,100.0,7150.0,6.6,411.0,5305.0,7.7,500.0,5855.0,68.0,8.0
622,2015/3/15,5.6,6.6,319.0,6290.0,2.4,6.2,131.5,7010.0,6.6,410.0,5255.0,7.7,500.0,5785.0,73.0,8.1
623,2015/3/16,5.3,6.2,326.0,6555.0,3.6,6.1,149.0,7274.0,6.5,404.0,5140.0,7.5,500.0,6160.0,75.0,7.9
624,2015/3/17,5.5,6.3,334.0,6645.0,3.0,6.2,132.1,7720.0,6.6,408.0,5291.0,7.5,500.0,5965.0,68.0,8.1
625,2015/3/18,4.8,6.0,324.0,5830.0,2.7,6.0,127.0,8020.0,6.5,407.0,4725.0,6.8,500.0,5270.0,78.0,8.2
626,2015/3/19,4.1,6.6,292.0,6255.0,3.4,6.5,110.0,7290.0,6.8,425.0,4985.0,7.2,500.0,5635.0,66.0,7.9
627,2015/3/20,3.9,6.7,276.0,5785.0,2.9,6.2,121.0,6855.0,6.6,412.0,5020.0,7.1,500.0,5680.0,76.0,8.1
628,2015/3/21,4.1,6.6,281.0,5895.0,3.1,6.4,118.0,6951.0,6.5,421.0,5010.0,7.1,500.0,5650.0,62.0,8.1
629,2015/3/22,4.0,6.5,311.0,5910.0,3.0,6.3,119.0,7133.0,6.5,415.0,5126.0,7.1,500.0,5761.0,73.0,8.8
630,2015/3/23,5.7,6.9,212.5,5745.0,4.7,6.2,126.8,6370.0,6.8,408.0,4545.0,7.0,500.0,5540.0,70.0,8.3
631,2015/3/24,5.9,6.8,252.0,5770.0,4.4,6.3,125.0,6977.0,6.8,414.0,4600.0,7.6,500.0,5175.0,73.0,8.6
632,2015/3/25,6.3,7.1,211.0,5900.0,4.4,6.3,126.0,6210.0,6.8,403.0,4520.0,7.8,500.0,4855.0,71.0,8.1
633,2015/3/26,5.4,7.5,187.0,5775.0,4.5,6.2,125.0,6450.0,6.8,405.0,4580.0,7.9,500.0,4885.0,75.0,8.3
634,2015/3/27,4.5,6.6,197.0,5665.0,0.7,6.1,6.5,6255.0,6.7,384.0,4410.0,7.1,500.0,5430.0,79.0,8.2
635,2015/3/28,3.2,7.2,183.0,5770.0,0.7,6.2,21.5,6340.0,6.7,376.0,4630.0,7.1,500.0,5035.0,76.0,8.7
636,2015/3/29,6.7,8.2,79.0,5720.0,4.7,6.3,170.0,6350.0,6.7,378.0,4590.0,7.0,500.0,5325.0,77.0,8.3
637,2015/3/30,4.8,7.4,310.0,5780.0,0.7,6.2,50.0,6344.0,6.7,375.0,4610.0,7.3,500.0,4345.0,73.0,8.0
638,2015/3/31,4.5,7.2,245.5,5880.0,0.7,7.3,38.0,6145.0,6.8,392.0,4520.0,7.5,500.0,4095.0,70.0,8.5
639,2015/4/1,4.5,7.1,325.0,5865.0,0.9,7.2,31.0,6335.0,6.7,391.0,4280.0,7.0,500.0,3785.0,65.0,7.6
640,2015/4/2,5.8,7.3,388.0,5930.0,2.7,7.3,148.5,6930.0,6.7,395.0,4325.0,7.0,500.0,3800.0,59.0,7.5
641,2015/4/3,5.9,7.2,381.0,5796.0,2.4,7.3,130.0,6820.0,6.7,393.0,4505.0,7.0,500.0,3875.0,61.0,7.8
642,2015/4/4,5.5,7.2,289.3,5620.0,2.0,7.1,120.5,7000.0,6.7,393.0,4545.0,7.0,500.0,3755.0,66.0,8.0
643,2015/4/5,5.3,7.2,376.0,5980.0,2.1,7.1,123.0,6980.0,6.7,392.0,4520.0,7.0,500.0,3715.0,60.0,7.9
644,2015/4/6,5.9,7.4,175.0,5990.0,2.9,7.3,134.5,6815.0,6.8,399.0,4295.0,7.4,500.0,3710.0,75.0,7.2
645,2015/4/7,6.8,7.5,21.0,6100.0,4.9,7.4,139.0,6835.0,6.8,385.0,4500.0,7.2,500.0,3490.0,47.0,5.2
646,2015/4/8,6.5,7.3,249.8,6170.0,2.6,7.2,135.5,6705.0,6.7,381.0,4880.0,7.9,500.0,3860.0,51.0,5.4
647,2015/4/9,6.3,7.3,48.0,6140.0,3.2,7.1,137.0,6605.0,6.6,384.0,4670.0,7.4,500.0,3958.0,66.0,6.9
648,2015/4/10,6.3,7.3,54.0,6155.0,3.1,7.2,132.0,6659.0,6.7,386.0,4520.0,7.4,500.0,3995.0,64.0,6.7
649,2015/4/11,6.5,7.3,64.0,6165.0,2.0,7.2,103.5,6540.0,6.7,388.0,4750.0,8.0,500.0,4185.0,65.0,6.8
650,2015/4/12,6.6,7.3,37.5,6190.0,3.1,7.3,122.0,7080.0,6.7,382.0,4615.0,8.3,500.0,3980.0,68.0,6.9
651,2015/4/13,7.0,7.4,56.0,6240.0,2.5,7.3,117.0,6975.0,6.7,376.0,4920.0,8.0,500.0,4105.0,64.0,6.9
652,2015/4/14,6.9,7.4,56.0,6310.0,3.0,7.2,127.5,7400.0,6.7,385.0,4655.0,8.4,500.0,4015.0,62.0,5.7
653,2015/4/15,6.6,7.4,58.0,6275.0,2.4,7.3,121.0,7185.0,6.7,386.0,4825.0,8.5,500.0,4020.0,58.0,6.1
654,2015/4/16,6.4,7.3,58.0,6315.0,1.0,7.3,17.0,7310.0,6.7,381.0,4780.0,8.7,500.0,4010.0,53.0,6.2
655,2015/4/17,6.0,7.3,75.0,6366.0,1.1,7.2,31.0,7101.0,6.7,385.0,4790.0,8.4,500.0,4267.0,60.0,6.3
656,2015/4/18,5.8,7.2,18.0,6845.0,0.8,7.2,14.8,7445.0,6.7,385.0,4915.0,8.0,500.0,4640.0,63.0,7.0
657,2015/4/19,5.6,7.1,17.0,7345.0,0.8,7.0,55.0,7940.0,6.6,379.0,4855.0,7.3,500.0,4980.0,63.0,6.9
658,2015/4/20,5.7,7.2,17.5,6500.0,0.7,7.2,4.3,7790.0,6.6,383.0,4895.0,7.6,500.0,4740.0,63.0,6.7
659,2015/4/21,5.8,7.1,33.0,6830.0,1.9,6.9,133.0,7721.0,6.5,372.0,4845.0,7.0,500.0,4958.0,72.0,6.7
660,2015/4/22,5.7,7.2,42.0,6680.0,0.7,7.1,41.8,7707.0,6.6,357.0,4783.0,7.4,500.0,4913.0,68.0,6.3
661,2015/4/23,6.0,7.2,58.0,7510.0,0.6,7.2,35.3,7530.0,6.7,382.0,4990.0,7.5,500.0,4880.0,64.0,6.5
662,2015/4/24,5.1,7.2,17.5,6550.0,0.5,7.3,16.8,7685.0,6.7,386.0,4865.0,7.5,500.0,4385.0,70.0,6.5
663,2015/4/25,5.8,7.2,17.3,6712.0,0.4,7.2,11.5,7155.0,6.6,377.0,4900.0,7.7,500.0,4375.0,63.0,5.9
664,2015/4/26,5.6,7.2,46.0,6685.0,0.6,7.2,3.3,8335.0,6.6,380.0,4845.0,7.9,500.0,4180.0,63.0,7.0
665,2015/4/27,5.3,7.3,63.9,6785.0,0.6,7.4,10.5,7950.0,6.8,393.0,4890.0,7.9,500.0,4180.0,54.0,6.3
666,2015/4/28,5.0,7.2,50.8,6645.0,0.4,7.3,15.3,7849.0,6.7,386.0,4755.0,7.6,500.0,4338.0,63.0,6.3
667,2015/4/29,5.4,7.3,76.0,6860.0,0.5,7.5,67.0,7335.0,6.8,392.0,4782.0,7.8,500.0,4300.0,66.0,6.8
668,2015/4/30,4.7,7.1,215.0,6720.0,0.7,7.1,8.5,8745.0,6.6,381.0,4880.0,7.2,500.0,4120.0,64.0,7.0
669,2015/5/1,4.6,7.1,48.0,6945.0,0.6,7.1,32.3,8135.0,6.6,379.0,5070.0,7.4,500.0,4500.0,63.0,6.6
670,2015/5/2,3.6,7.0,2.0,6775.0,0.4,7.2,49.0,7785.0,6.6,381.0,5005.0,7.3,500.0,4360.0,64.0,6.7
671,2015/5/3,3.3,7.0,176.0,6725.0,0.5,7.1,45.0,7990.0,6.6,379.0,5005.0,7.0,500.0,4440.0,64.0,6.5
672,2015/5/4,4.4,7.1,17.5,6930.0,0.6,7.2,8.3,8600.0,6.6,386.0,4875.0,7.6,500.0,4265.0,57.0,6.6
673,2015/5/5,3.4,7.1,17.8,6970.0,0.6,7.3,12.3,7910.0,6.7,391.0,5090.0,7.4,500.0,4103.0,55.0,6.6
674,2015/5/6,6.6,7.2,17.3,8115.0,0.5,7.3,47.0,8170.0,6.6,388.0,4910.0,7.9,500.0,3750.0,41.0,6.4
675,2015/5/7,3.6,7.1,2.8,7085.0,0.4,7.3,33.0,8355.0,6.6,380.0,5070.0,7.7,500.0,3665.0,58.0,6.4
676,2015/5/8,3.4,7.1,17.5,7135.0,0.5,7.3,33.5,8170.0,6.6,387.0,4980.0,7.5,500.0,3715.0,58.0,6.7
677,2015/5/9,3.8,7.2,17.6,7456.0,0.5,7.3,34.0,8225.0,6.6,385.0,4975.0,7.6,500.0,3704.0,59.0,6.9
678,2015/5/10,3.7,7.1,17.5,7325.0,0.4,7.3,18.3,8575.0,6.7,381.0,4956.0,7.5,500.0,3689.0,59.0,7.0
679,2015/5/11,3.4,7.1,43.0,7105.0,0.5,7.4,37.3,8875.0,6.6,370.0,5250.0,7.5,500.0,3470.0,59.0,6.9
680,2015/5/12,3.6,7.2,17.0,7250.0,0.5,7.3,24.0,9065.0,6.6,381.0,4992.0,7.5,500.0,3815.0,59.0,6.2
681,2015/5/13,3.5,7.1,17.0,7315.0,0.5,7.4,26.3,8770.0,6.7,379.0,5108.0,7.5,500.0,3755.0,61.0,6.3
682,2015/5/14,3.6,7.0,17.0,7793.0,0.5,7.1,26.0,9110.0,6.4,351.0,5510.0,7.5,500.0,4140.0,59.0,6.4
683,2015/5/15,3.6,7.0,17.3,7770.0,0.7,7.1,29.0,9140.0,6.4,355.0,5380.0,6.9,500.0,4190.0,55.0,6.6
684,2015/5/16,3.5,7.0,17.0,7820.0,5.0,7.2,25.0,9060.0,6.6,366.0,5420.0,7.0,500.0,4210.0,56.0,6.5
685,2015/5/17,3.6,7.0,15.0,9910.0,0.4,7.2,39.0,8640.0,6.5,358.0,5240.0,7.3,500.0,4040.0,56.0,6.6
686,2015/5/18,2.3,7.1,16.0,8895.0,0.4,7.3,15.8,8955.0,6.6,365.0,5505.0,7.2,500.0,3825.0,57.0,7.3
687,2015/5/19,2.3,7.1,17.1,8615.0,0.5,7.4,32.3,8985.0,6.7,368.0,5600.0,7.4,500.0,3615.0,55.0,6.2
688,2015/5/20,2.3,7.0,16.5,8786.0,0.5,7.3,10.0,8881.0,6.6,364.0,5566.0,7.2,500.0,3765.0,56.0,6.3
689,2015/5/21,2.3,7.1,16.8,8615.0,0.5,7.3,11.0,8966.0,6.6,361.0,5420.0,7.3,500.0,3825.0,56.0,6.2
690,2015/5/22,2.4,6.9,17.0,8365.0,0.5,7.2,28.5,8730.0,6.5,354.0,5505.0,6.9,500.0,3430.0,60.196999999999996,7.1
691,2015/5/23,2.5,7.0,17.5,8030.0,0.6,7.4,32.5,8495.0,6.6,359.0,5400.0,7.0,500.0,3340.0,58.593,6.2
692,2015/5/24,2.6,7.0,17.3,8775.0,0.5,7.4,62.0,8805.0,6.6,361.0,5425.0,7.3,500.0,3250.0,57.6,6.8
693,2015/5/25,2.5,7.0,17.1,8662.0,0.6,7.3,45.0,8602.0,6.5,360.0,5405.0,7.1,500.0,3350.0,59.6,6.9
694,2015/5/26,2.8,7.0,17.3,8640.0,0.6,7.3,55.0,8310.0,6.6,358.0,5295.0,7.2,500.0,3006.0,58.295,6.9
695,2015/5/27,3.1,7.0,17.3,8800.0,0.4,7.2,40.5,8230.0,6.6,361.0,5210.0,6.4,500.0,3090.0,61.196999999999996,7.1
696,2015/5/28,2.9,7.0,17.2,8695.0,0.5,7.3,48.5,8750.0,6.6,360.0,5325.0,6.8,500.0,3180.0,66.0,7.0
697,2015/5/29,2.7,7.0,17.0,8733.0,0.6,7.2,45.0,8650.0,6.5,354.0,5510.0,7.0,500.0,3210.0,57.0,7.0
698,2015/5/30,3.7,6.9,17.5,8755.0,0.4,7.2,47.8,8665.0,6.5,358.0,5300.0,6.8,500.0,3015.0,63.0,7.0
699,2015/5/31,3.7,6.9,17.3,8310.0,0.5,7.3,43.0,8475.0,6.6,363.0,5280.0,6.9,500.0,3065.0,64.0,7.2
700,2015/6/1,4.2,7.0,17.3,9205.0,0.5,7.3,51.0,8125.0,6.7,363.0,5165.0,7.3,500.0,3120.0,63.0,6.3
701,2015/6/2,3.0,7.0,17.5,8335.0,0.5,7.5,40.8,8410.0,6.7,365.0,5290.0,7.4,500.0,3160.0,66.0,6.3
702,2015/6/3,3.9,7.0,17.3,7590.0,0.5,7.4,53.0,8065.0,6.6,364.0,5185.0,7.4,500.0,3350.0,68.0,7.3
703,2015/6/4,3.1,6.9,17.5,8215.0,0.5,7.3,65.5,8095.0,6.6,362.0,5095.0,7.4,500.0,3295.0,58.0,6.3
704,2015/6/5,5.0,6.9,17.0,8545.0,1.4,7.1,38.2,8250.0,6.5,360.0,5015.0,7.1,500.0,3385.0,68.0,6.6
705,2015/6/6,2.5,6.8,17.3,8265.0,0.7,7.2,53.8,8950.0,6.6,356.0,5085.0,6.9,500.0,3395.0,66.0,5.5
706,2015/6/7,2.4,6.8,17.3,9005.0,0.4,7.4,75.8,8125.0,6.6,363.0,5095.0,7.5,500.0,3360.0,70.0,6.5
707,2015/6/8,3.1,6.8,17.3,9220.0,0.5,7.3,63.3,8020.0,6.6,360.0,5045.0,7.2,500.0,3345.0,68.0,6.7
708,2015/6/9,4.2,6.8,12.0,9128.0,0.5,7.2,22.0,8610.0,6.6,360.0,5115.0,7.2,500.0,3360.0,69.0,6.8
709,2015/6/10,3.9,6.7,46.5,8591.0,0.6,7.1,35.8,8310.0,6.6,355.0,5045.0,6.9,500.0,3480.0,67.0,7.1
710,2015/6/11,3.7,6.6,92.8,8165.0,0.6,7.0,18.0,8178.0,6.4,346.0,5670.0,7.4,500.0,3875.0,69.0,6.9
711,2015/6/12,3.1,6.6,289.3,8130.0,0.6,7.0,11.8,8860.0,6.5,347.0,5250.0,6.6,500.0,3950.0,73.0,6.9
712,2015/6/13,3.5,6.6,164.0,8318.0,0.7,6.9,41.3,8075.0,6.5,349.0,5020.0,6.6,500.0,3425.0,68.0,6.9
713,2015/6/14,3.8,6.6,232.0,8125.0,0.5,7.0,15.5,8090.0,6.5,350.0,4950.0,7.1,500.0,3125.0,62.0,7.1
714,2015/6/15,3.4,6.7,153.0,7810.0,0.4,7.0,19.3,7965.0,6.6,354.0,4850.0,7.3,500.0,3130.0,67.0,6.4
715,2015/6/16,4.1,6.7,113.8,7180.0,0.5,7.2,24.5,7870.0,6.6,355.0,5135.0,7.1,500.0,3240.0,64.0,7.0
716,2015/6/17,3.3,6.7,251.3,7740.0,0.4,7.2,23.5,7818.0,6.6,359.0,4950.0,7.2,500.0,3098.0,70.0,7.0
717,2015/6/18,4.1,6.8,344.3,7650.0,0.5,7.3,47.3,7994.0,6.8,369.0,4845.0,7.1,500.0,3059.0,63.0,6.7
718,2015/6/19,3.5,6.5,72.3,7277.0,0.5,7.0,22.0,7915.0,6.5,350.0,4915.0,6.7,500.0,2901.0,69.0,6.9
719,2015/6/20,3.9,6.6,277.0,7366.0,0.6,7.0,33.0,7450.0,6.5,349.0,4875.0,6.7,500.0,2810.0,59.0,7.2
720,2015/6/21,5.0,6.6,235.0,7429.0,0.6,7.1,21.5,7775.0,6.5,352.0,4810.0,9.5,500.0,2755.0,59.0,6.5
721,2015/6/22,4.2,6.5,212.0,7307.0,0.5,6.9,14.3,7645.0,6.5,349.0,4765.0,9.2,500.0,2855.0,70.0,7.2
722,2015/6/23,3.7,6.7,179.0,7078.0,0.6,7.1,15.3,7500.0,6.5,355.0,4905.0,9.5,500.0,2840.0,68.0,6.8
723,2015/6/24,4.3,6.6,84.0,7036.0,0.8,7.0,96.0,7785.0,6.4,348.0,4965.0,8.1,500.0,2820.0,63.0,7.0
724,2015/6/25,4.2,6.6,102.0,7052.0,0.6,7.1,36.8,7365.0,6.5,350.0,4820.0,7.8,500.0,2770.0,65.0,6.8
725,2015/6/26,3.6,6.7,72.0,7060.0,0.7,7.3,17.8,7390.0,6.6,359.0,4815.0,8.0,500.0,2765.0,67.0,7.2
726,2015/6/27,4.4,6.6,180.0,7272.0,0.6,7.1,14.0,7225.0,6.6,353.0,4755.0,7.9,500.0,2755.0,54.0,6.4
727,2015/6/28,3.5,6.6,188.0,7202.0,0.6,7.2,3.8,7210.0,6.6,359.0,4950.0,7.9,500.0,2780.0,75.0,6.7
728,2015/6/29,4.2,6.6,117.0,6570.0,0.6,7.2,51.8,7223.0,6.5,357.0,4830.0,7.8,500.0,2845.0,69.0,6.7
