,C10 14�J�B��02�B��q�y�ʤ���,C10 14�J�B��02�]�o��1�ͪ�ū�,C10 14�J�B��02�N����2�ͪ�ū�,C10 14�J �B���N�o��ŮtPID PV��,CR1 C/T To 14�J�B���N�o���503,L8BH L70 Outside Air Enthalpy
2020/5/31 09:30,60.15,1.98,1.3,6.03,29.64,71.64
2020/5/31 09:40,60.19,1.98,1.3,6.04,29.54,71.67
2020/5/31 09:50,60.4,1.98,1.3,6.15,29.33,71.17
2020/5/31 10:00,60.6,1.98,1.3,5.95,29.22,70.05
2020/5/31 10:10,60.55,1.98,1.3,5.94,29.44,71.2
2020/5/31 10:20,60.95,1.98,1.3,5.93,29.67,71.32
2020/5/31 10:30,61.7,1.98,1.3,6.14,29.67,71.68
2020/5/31 10:40,62.3,1.98,1.3,6.14,29.57,71.38
2020/5/31 10:50,62.3,1.98,1.3,6.25,29.57,70.96
2020/5/31 11:00,62.11,1.98,1.3,5.98,29.47,70.54
2020/5/31 11:10,61.4,1.98,1.3,5.98,29.37,75.07
2020/5/31 11:20,61.7,1.98,1.3,5.98,29.37,75.6
2020/5/31 11:30,61.75,1.98,1.3,5.88,29.57,74.1
2020/5/31 11:40,62.45,1.98,1.3,6,29.72,75.93
2020/5/31 11:50,63.45,1.98,1.3,6.21,29.72,75.75
2020/5/31 12:00,63.15,1.98,1.4,6.2,29.4,75.03
2020/5/31 12:10,63,1.98,1.4,5.98,29.4,74.79
2020/5/31 12:20,62.95,1.98,1.4,5.87,29.4,75.02
2020/5/31 12:30,63.05,1.98,1.4,5.97,29.4,75.53
2020/5/31 12:40,62.9,1.98,1.4,5.97,29.5,73.54
2020/5/31 12:50,62.75,1.98,1.4,6.09,29.3,73.83
2020/5/31 13:00,62.65,1.98,1.4,5.87,29.43,73.81
2020/5/31 13:10,62.5,1.98,1.4,5.97,29.43,75.28
2020/5/31 13:20,62.65,1.98,1.4,5.97,29.53,74.41
2020/5/31 13:30,62.75,1.98,1.4,5.96,29.64,74.15
2020/5/31 13:40,62.81,1.98,1.4,6.07,29.54,73.82
2020/5/31 13:50,62.8,1.98,1.4,6.07,29.54,74.45
2020/5/31 14:00,62.9,1.98,1.4,6.07,29.44,73.8
2020/5/31 14:10,62.79,1.98,1.4,5.97,29.54,74.33
2020/5/31 14:20,62.9,1.98,1.4,5.97,29.64,74.44
2020/5/31 14:30,63.15,1.98,1.4,5.9,29.64,73.88
2020/5/31 14:40,63.25,1.98,1.4,6.03,29.44,75.57
2020/5/31 14:50,63.25,1.98,1.4,5.92,29.54,75.35
2020/5/31 15:00,62.9,1.98,1.4,5.92,29.54,74.99
2020/5/31 15:10,63.05,1.98,1.4,5.92,29.54,76.4
2020/5/31 15:20,63.85,1.98,1.4,6.13,29.54,76.42
2020/5/31 15:30,64.25,2.08,1.4,6.03,29.54,76.09
2020/5/31 15:40,64.31,2.08,1.4,6.03,29.64,76.1
2020/5/31 15:50,64.05,2.08,1.4,6.03,29.64,75.96
2020/5/31 16:00,63.81,2.08,1.4,6.1,29.33,74.58
2020/5/31 16:10,63.6,2.08,1.4,5.97,29.43,74.32
2020/5/31 16:20,63.5,2.08,1.4,5.87,29.53,74.27
2020/5/31 16:30,63.1,2.08,1.4,5.98,29.43,73.7
2020/5/31 16:40,62.55,2.08,1.4,5.84,29.43,74.23
2020/5/31 16:50,62.7,2.08,1.4,5.95,29.43,73.92
2020/5/31 17:00,62.6,2.08,1.4,5.95,29.43,73.33
2020/5/31 17:10,62.6,2.08,1.4,6.05,29.33,71.98
2020/5/31 17:20,62.9,2.08,1.4,5.95,29.43,72.98
2020/5/31 17:30,63.45,2.08,1.4,5.95,29.53,74.08
2020/5/31 17:40,64.66,2.08,1.4,6.06,29.64,73.76
2020/5/31 17:50,64.65,2.08,1.4,6.27,29.54,73.73
2020/5/31 18:00,65.06,2.08,1.4,6.03,29.64,73.79
2020/5/31 18:10,65.35,2.08,1.4,6.03,29.64,73.69
2020/5/31 18:20,65.3,2.08,1.4,6.03,29.64,73.95
2020/5/31 18:30,65.39,2.08,1.4,5.93,29.64,74.39
2020/5/31 18:40,65.5,2.08,1.4,6.03,29.64,74.49
2020/5/31 18:50,65.7,2.08,1.4,6.03,29.64,74.74
2020/5/31 19:00,65.6,2.08,1.4,5.93,29.54,74.47
2020/5/31 19:10,65.75,2.08,1.4,6.03,29.54,73.66
2020/5/31 19:20,64.75,2.08,1.4,6.03,29.44,72.16
2020/5/31 19:30,64,2.08,1.4,5.93,29.22,71.83
2020/5/31 19:40,63.9,2.08,1.4,5.83,29.43,71.91
2020/5/31 19:50,64.31,2.08,1.4,5.93,29.53,71.91
2020/5/31 20:00,64.35,2.08,1.4,6.05,29.53,71.79
2020/5/31 20:10,64.39,2.08,1.4,5.95,29.64,72.02
2020/5/31 20:20,64.49,2.08,1.4,6.05,29.54,72.09
2020/5/31 20:30,64.55,2.08,1.4,6.05,29.54,71.75
2020/5/31 20:40,64.05,2.08,1.4,5.93,29.44,71.86
2020/5/31 20:50,63.45,2.08,1.4,5.93,29.44,71.93
2020/5/31 21:00,63.55,2.08,1.4,5.93,29.44,72.11
2020/5/31 21:10,63.95,2.08,1.4,5.93,29.54,71.75
2020/5/31 21:20,64.05,2.08,1.4,6.03,29.64,71.62
2020/5/31 21:30,63.9,2.08,1.4,6.03,29.54,71.63
2020/5/31 21:40,63.59,2.08,1.4,6.04,29.54,71.74
2020/5/31 21:50,64,2.08,1.4,5.92,29.64,71.99
2020/5/31 22:00,63.9,2.08,1.4,6.03,29.64,72.13
2020/5/31 22:10,63.85,2.08,1.4,6.03,29.64,72.24
2020/5/31 22:20,63.55,2.08,1.4,6.03,29.54,72.19
2020/5/31 22:30,63.55,2.08,1.4,6.03,29.44,72
2020/5/31 22:40,63.19,2.08,1.4,5.92,29.44,71.86
2020/5/31 22:50,62.44,2.08,1.4,6.02,29.33,71.78
2020/5/31 23:00,62.34,2.08,1.4,5.79,29.35,71.79
2020/5/31 23:10,62.75,2.08,1.4,5.9,29.46,71.56
2020/5/31 23:20,62.79,2.08,1.4,6.1,29.35,71.14
2020/5/31 23:30,63.09,2.08,1.4,5.87,29.46,70.9
2020/5/31 23:40,63.34,2.08,1.4,5.97,29.57,70.88
2020/5/31 23:50,63.4,2.08,1.4,5.97,29.57,70.57
2020/6/1 00:00,63.65,2.08,1.4,6.08,29.57,70.21
2020/6/1 00:10,63.81,2.08,1.4,5.97,29.57,70.57
2020/6/1 00:20,63.75,2.08,1.4,5.87,29.93,71.05
2020/6/1 00:30,63.65,2.08,1.4,6.23,29.62,71.03
2020/6/1 00:40,63.65,2.08,1.4,6.02,29.51,71.08
2020/6/1 00:50,63.3,2.08,1.4,6,29.28,70.91
2020/6/1 01:00,63.55,2.08,1.4,5.9,29.38,70.9
2020/6/1 01:10,63.5,2.08,1.4,5.9,29.5,70.74
2020/6/1 01:20,63.45,2.08,1.4,6.01,29.5,70.4
2020/6/1 01:30,63.31,2.08,1.4,6.01,29.5,70.23
2020/6/1 01:40,63.15,2.08,1.4,6.01,29.4,70.37
2020/6/1 01:50,63.15,2.08,1.4,5.91,29.51,70.3
2020/6/1 02:00,63.05,2.08,1.4,6.01,29.51,70.26
2020/6/1 02:10,62.99,2.08,1.4,6.01,29.4,70.07
2020/6/1 02:20,62.65,2.08,1.4,5.9,29.5,70.06
2020/6/1 02:30,62.5,2.08,1.4,5.9,29.5,69.8
2020/6/1 02:40,62.2,2.08,1.3,6.01,29.5,69.77
2020/6/1 02:50,62.15,2.08,1.3,6.11,29.5,69.82
2020/6/1 03:00,62.05,2.08,1.3,6,29.4,69.73
2020/6/1 03:10,62.1,2.08,1.3,6,29.4,69.59
2020/6/1 03:20,62.31,2.08,1.3,6,29.4,69.57
2020/6/1 03:30,62.29,2.08,1.3,5.9,29.5,69.52
2020/6/1 03:40,62.55,2.08,1.3,6,29.6,69.56
2020/6/1 03:50,62.8,2.08,1.3,6.11,29.6,69.54
2020/6/1 04:00,62.69,2.08,1.3,6.11,29.5,69.54
2020/6/1 04:10,62.75,2.08,1.3,6,29.5,69.31
2020/6/1 04:20,62.54,2.08,1.3,6,29.5,69.11
2020/6/1 04:30,62.55,2.08,1.3,6,29.5,68.93
2020/6/1 04:40,62.1,2.08,1.3,5.98,29.4,68.64
2020/6/1 04:50,62.35,2.08,1.3,5.98,29.4,68.34
2020/6/1 05:00,62.3,2.08,1.3,5.98,29.4,68.39
2020/6/1 05:10,62.05,2.08,1.3,5.98,29.4,68.2
2020/6/1 05:20,62.1,2.08,1.3,5.97,29.5,67.91
2020/6/1 05:30,61.99,2.08,1.3,5.97,29.6,67.84
2020/6/1 05:40,62.24,2.08,1.3,5.97,29.72,68.29
2020/6/1 05:50,61.34,2.08,1.3,5.97,29.51,68.25
2020/6/1 06:00,61.09,2.08,1.3,5.97,29.51,69.16
2020/6/1 06:10,60.7,2.08,1.3,5.97,29.4,69.83
2020/6/1 06:20,61.15,2.08,1.3,5.87,29.5,70.54
2020/6/1 06:30,61.15,2.08,1.3,5.89,29.5,70.75
2020/6/1 06:40,61.05,2.08,1.3,5.99,29.4,71.49
2020/6/1 06:50,61.4,2.08,1.3,5.99,29.6,72.47
2020/6/1 07:00,61.99,2.08,1.3,6.22,29.62,72.58
2020/6/1 07:10,62.1,2.08,1.3,6.02,29.62,72.11
2020/6/1 07:20,62.04,2.08,1.3,6.14,29.4,72.29
2020/6/1 07:30,61.7,2.08,1.3,6.04,29.4,73.18
2020/6/1 07:40,61.3,2.08,1.3,5.81,29.51,73.53
2020/6/1 07:50,61.4,2.08,1.3,5.81,29.62,73.51
2020/6/1 08:00,61.29,2.08,1.3,6.14,29.62,74.11
2020/6/1 08:10,61.35,2.08,1.3,6.15,29.4,73.72
2020/6/1 08:20,61.49,2.08,1.3,5.91,29.4,73.37
2020/6/1 08:30,62.09,2.08,1.3,6.11,29.4,74.55
2020/6/1 08:40,62.8,2.08,1.3,6.01,29.5,73.87
2020/6/1 08:50,62.9,2.08,1.3,6.21,29.4,73.76
2020/6/1 09:00,62.6,2.08,1.3,5.99,29.4,72.7
2020/6/1 09:10,61.85,2.08,1.3,5.88,29.28,71.67
2020/6/1 09:20,61.5,2.08,1.3,5.88,29.38,73.07
2020/6/1 09:30,61.1,2.08,1.3,5.99,29.5,73.11
2020/6/1 09:40,60.9,2.08,1.3,5.86,29.5,70.94
2020/6/1 09:50,60.85,2.08,1.3,5.96,29.4,71.89
2020/6/1 10:00,60.45,2.08,1.3,6.06,29.3,70.62
2020/6/1 10:10,60.25,2.08,1.3,5.76,29.5,70.23
2020/6/1 10:20,60.7,1.98,1.3,5.97,29.6,71.15
2020/6/1 10:30,62,1.98,1.3,5.97,29.82,73.05
2020/6/1 10:40,62.65,1.98,1.3,6.29,29.62,71.83
2020/6/1 10:50,62.65,1.98,1.3,6.17,29.51,71.64
2020/6/1 11:00,61.7,1.98,1.3,6.17,29.3,72.31
2020/6/1 11:10,61.35,1.98,1.3,5.72,29.5,72.82
2020/6/1 11:20,60.81,1.98,1.3,5.93,29.6,71.97
2020/6/1 11:30,60.75,1.98,1.3,5.92,29.5,73.65
2020/6/1 11:40,61,1.98,1.3,6.03,29.6,74.34
2020/6/1 11:50,61.95,1.98,1.3,6.03,29.6,75.57
2020/6/1 12:00,62.59,1.98,1.3,6.03,29.6,75.29
2020/6/1 12:10,63.61,1.98,1.3,6.05,29.72,76.6
2020/6/1 12:20,64.15,2.08,1.3,6.16,29.72,78.2
2020/6/1 12:30,64.05,2.08,1.4,6.26,29.4,76.86
2020/6/1 12:40,63.75,2.08,1.4,5.95,29.4,77.36
2020/6/1 12:50,63.86,2.08,1.4,5.95,29.4,77.05
2020/6/1 13:00,63.1,2.08,1.4,6.05,29.18,75
2020/6/1 13:10,62.8,2.08,1.4,5.95,29.28,74.19
2020/6/1 13:20,63.1,2.08,1.4,5.76,29.73,75.37
2020/6/1 13:30,63.3,2.08,1.4,6.08,29.83,75.74
2020/6/1 13:40,63.05,2.08,1.4,6.32,29.3,73.44
2020/6/1 13:50,62,2.08,1.4,5.88,29.17,71.15
2020/6/1 14:00,61.81,2.08,1.3,5.54,29.64,72.68
2020/6/1 14:10,61.85,2.08,1.3,5.97,29.75,72.65
2020/6/1 14:20,62.05,2.08,1.3,5.97,29.75,73.02
2020/6/1 14:30,62.31,2.08,1.3,6.16,29.44,73.01
2020/6/1 14:40,62.45,2.08,1.3,6.08,29.54,73.51
2020/6/1 14:50,62.5,2.08,1.3,6.08,29.54,73.58
2020/6/1 15:00,63,2.08,1.3,6.08,29.54,73.96
2020/6/1 15:10,62.95,2.08,1.3,6.08,29.44,73.74
2020/6/1 15:20,63.06,2.08,1.3,5.97,29.54,74.18
2020/6/1 15:30,63.5,2.08,1.3,5.97,29.64,74.95
2020/6/1 15:40,64.5,2.08,1.4,6.08,29.64,74.46
2020/6/1 15:50,64.6,2.08,1.4,6.19,29.54,75.53
2020/6/1 16:00,64.7,2.08,1.4,6.08,29.54,73.91
2020/6/1 16:10,64.31,2.08,1.4,6.08,29.44,73.28
2020/6/1 16:20,63.9,2.08,1.4,5.97,29.31,72.18
2020/6/1 16:30,62.95,2.08,1.4,5.87,29.43,71.24
2020/6/1 16:40,62.3,2.08,1.4,5.86,29.53,71.16
2020/6/1 16:50,62.4,2.08,1.4,5.96,29.43,71.03
2020/6/1 17:00,62.45,2.08,1.4,5.96,29.43,72.03
2020/6/1 17:10,62.35,2.08,1.4,6.21,29.38,71.36
2020/6/1 17:20,62.59,2.08,1.4,5.88,29.5,71.11
2020/6/1 17:30,63.3,2.08,1.4,5.98,29.5,71.62
2020/6/1 17:40,63.9,2.08,1.4,5.98,29.72,72.84
2020/6/1 17:50,64.45,2.08,1.4,6.09,29.72,73.66
2020/6/1 18:00,64.75,2.08,1.4,6.1,29.62,73.53
2020/6/1 18:10,64.6,2.08,1.4,6.1,29.51,73.47
2020/6/1 18:20,64.31,2.08,1.4,6.1,29.51,73.17
2020/6/1 18:30,64.25,2.08,1.4,6,29.3,72.87
2020/6/1 18:40,63.95,2.08,1.4,5.9,29.4,72.62
2020/6/1 18:50,64.05,2.08,1.4,6,29.4,72.3
2020/6/1 19:00,64.35,2.08,1.4,6,29.4,71.97
2020/6/1 19:10,64.05,2.08,1.4,5.88,29.4,71.77
2020/6/1 19:20,64.21,2.08,1.4,5.99,29.5,71.15
2020/6/1 19:30,63.95,2.08,1.4,5.99,29.5,70.17
2020/6/1 19:40,63.15,2.08,1.4,6.09,29.38,69.75
2020/6/1 19:50,63.4,2.08,1.4,5.88,29.38,69.82
2020/6/1 20:00,63.25,2.08,1.4,5.98,29.5,70.22
2020/6/1 20:10,63.35,2.08,1.4,5.98,29.5,69.98
2020/6/1 20:20,63.5,2.08,1.4,5.99,29.4,69.69
2020/6/1 20:30,63.1,2.08,1.4,5.99,29.5,69.42
2020/6/1 20:40,63.35,2.08,1.4,5.99,29.5,69.35
2020/6/1 20:50,63.25,2.08,1.4,5.99,29.4,69.03
2020/6/1 21:00,63.3,2.08,1.4,5.84,29.4,68.5
2020/6/1 21:10,63.3,2.08,1.4,5.95,29.4,68.58
2020/6/1 21:20,63.25,2.08,1.4,5.95,29.5,68.59
2020/6/1 21:30,63.15,2.08,1.4,5.95,29.5,68.65
2020/6/1 21:40,62.7,2.08,1.4,5.84,29.4,67.99
2020/6/1 21:50,63,2.08,1.4,5.96,29.5,68.64
2020/6/1 22:00,62.7,2.08,1.4,5.96,29.5,68.01
2020/6/1 22:10,62.9,2.08,1.4,6.06,29.6,67.96
2020/6/1 22:20,62.9,2.08,1.4,5.86,29.69,68.78
2020/6/1 22:30,63.1,2.08,1.4,5.97,29.69,69.18
2020/6/1 22:40,62.9,2.08,1.4,6.17,29.47,69
2020/6/1 22:50,62.95,2.08,1.4,6.07,29.37,68.58
2020/6/1 23:00,62.59,2.08,1.4,5.84,29.35,68.73
2020/6/1 23:10,62.81,2.08,1.4,5.94,29.35,68.6
2020/6/1 23:20,62.4,2.08,1.4,5.94,29.35,68.02
2020/6/1 23:30,62.29,2.08,1.4,5.94,29.46,68.44
2020/6/1 23:40,62.15,2.08,1.4,5.94,29.46,68.78
2020/6/1 23:50,62.45,2.08,1.4,5.94,29.46,69.14
2020/6/2 00:00,62.4,2.08,1.4,6.04,29.46,68.99
2020/6/2 00:10,62.74,2.08,1.4,6.04,29.35,68.82
2020/6/2 00:20,63.25,2.08,1.4,6.04,29.46,68.62
2020/6/2 00:30,62.9,2.08,1.4,6.04,29.46,68.73
2020/6/2 00:40,62.95,2.08,1.4,5.94,29.57,68.59
2020/6/2 00:50,62.7,2.08,1.4,6.06,29.47,68.89
2020/6/2 01:00,62.95,2.08,1.4,5.95,29.57,69.11
2020/6/2 01:10,63.05,2.08,1.4,6.05,29.57,68.7
2020/6/2 01:20,62.9,2.08,1.4,6.05,29.57,68.77
2020/6/2 01:30,62.9,2.08,1.4,5.95,29.57,68.58
2020/6/2 01:40,62.85,2.08,1.4,5.95,29.57,68.64
2020/6/2 01:50,62.6,2.08,1.4,5.95,29.57,68.75
2020/6/2 02:00,62.7,2.08,1.4,5.95,29.57,68.73
2020/6/2 02:10,62.5,2.08,1.4,5.95,29.57,69.02
2020/6/2 02:20,62.45,2.08,1.3,5.95,29.79,69.22
2020/6/2 02:30,62.55,2.08,1.3,6.17,29.59,69.32
2020/6/2 02:40,62.45,2.08,1.3,6.16,29.37,69.22
2020/6/2 02:50,62.31,2.08,1.3,5.95,29.47,68.88
2020/6/2 03:00,62,2.08,1.3,5.95,29.47,68.53
2020/6/2 03:10,61.9,2.08,1.3,5.95,29.47,68.63
2020/6/2 03:20,61.95,2.08,1.3,5.95,29.47,68.79
2020/6/2 03:30,62.04,2.08,1.3,5.95,29.47,68.82
2020/6/2 03:40,61.7,2.08,1.3,6.05,29.25,68.56
2020/6/2 03:50,61.95,2.08,1.3,5.84,29.57,68.49
2020/6/2 04:00,62.19,2.08,1.3,6.04,29.67,68.45
2020/6/2 04:10,62.1,2.08,1.3,6.26,29.46,68.48
2020/6/2 04:20,61.95,2.08,1.3,6.05,29.46,68.48
2020/6/2 04:30,61.85,2.08,1.3,6.05,29.22,68.6
2020/6/2 04:40,62.05,2.08,1.3,5.73,29.64,68.64
2020/6/2 04:50,62.19,2.08,1.3,5.97,29.64,68.84
2020/6/2 05:00,62.05,2.08,1.3,6.08,29.64,68.84
2020/6/2 05:10,62,2.08,1.3,6.08,29.33,68.7
2020/6/2 05:20,61.75,2.08,1.3,5.97,29.33,68.64
2020/6/2 05:30,61.59,2.08,1.3,5.87,29.43,68.61
2020/6/2 05:40,61.5,2.08,1.3,5.99,29.33,68.64
2020/6/2 05:50,61.75,2.08,1.3,5.87,29.64,69.09
2020/6/2 06:00,61.79,2.08,1.3,6.07,29.64,68.89
2020/6/2 06:10,61.55,2.08,1.3,5.97,29.64,69.85
2020/6/2 06:20,61.79,2.08,1.3,5.95,29.64,70.61
2020/6/2 06:30,61.79,2.08,1.3,6.05,29.54,71.34
2020/6/2 06:40,61.85,2.08,1.3,5.95,29.54,71.02
2020/6/2 06:50,61.65,2.08,1.3,6.16,29.33,70.76
2020/6/2 07:00,61.95,2.08,1.3,5.83,29.43,71.06
2020/6/2 07:10,61.95,2.08,1.3,5.95,29.53,71.74
2020/6/2 07:20,62.1,2.08,1.3,5.95,29.53,72.89
2020/6/2 07:30,62.2,2.08,1.3,6.07,29.43,72.89
2020/6/2 07:40,62.15,2.08,1.3,5.97,29.53,73.2
2020/6/2 07:50,62.35,2.08,1.3,5.87,29.75,73.3
2020/6/2 08:00,62.49,2.08,1.3,6.18,29.54,73.87
2020/6/2 08:10,62.45,2.08,1.3,6.06,29.44,71.77
2020/6/2 08:20,62,2.08,1.3,5.96,29.44,71.97
2020/6/2 08:30,62.05,2.08,1.3,5.96,29.44,72.95
2020/6/2 08:40,62.05,2.08,1.3,5.94,29.44,73.5
2020/6/2 08:50,62,2.08,1.3,6.04,29.33,72.86
2020/6/2 09:00,61.95,2.08,1.3,5.94,29.33,73.99
2020/6/2 09:10,61.94,2.08,1.3,5.94,29.43,73.95
2020/6/2 09:20,61.95,2.08,1.3,6.05,29.33,73.25
2020/6/2 09:30,62,2.08,1.3,5.81,29.53,74.1
2020/6/2 09:40,62.35,2.08,1.3,6.01,29.64,75.12
2020/6/2 09:50,62.6,2.08,1.3,6,29.64,74.83
2020/6/2 10:00,62.85,2.08,1.3,6.22,29.54,75.48
2020/6/2 10:10,63.09,2.08,1.3,5.99,29.64,76.04
2020/6/2 10:20,62.9,2.08,1.3,6.09,29.54,73.94
2020/6/2 10:30,62.84,2.08,1.3,6.09,29.43,74.47
2020/6/2 10:40,62.55,2.08,1.3,5.97,29.33,73.79
2020/6/2 10:50,62.2,2.08,1.3,5.98,29.43,74.06
2020/6/2 11:00,62.1,2.08,1.3,5.88,29.53,74.98
2020/6/2 11:10,61.95,2.08,1.3,5.99,29.53,74.64
2020/6/2 11:20,62.1,2.08,1.3,6.1,29.43,76.59
2020/6/2 11:30,62.95,2.08,1.3,5.89,29.75,78.21
2020/6/2 11:40,63.75,2.08,1.3,6.22,29.64,77.72
2020/6/2 11:50,64.2,2.08,1.4,6.22,29.64,78.21
2020/6/2 12:00,64,2.08,1.4,6.01,29.53,78.7
2020/6/2 12:10,64.15,2.08,1.4,6.01,29.53,78.56
2020/6/2 12:20,64,2.08,1.4,6.01,29.53,78.61
2020/6/2 12:30,63.8,2.08,1.4,6.13,29.43,77.44
2020/6/2 12:40,63.81,2.08,1.4,5.92,29.54,77.82
2020/6/2 12:50,63.81,2.08,1.4,5.92,29.54,78.49
2020/6/2 13:00,63.7,2.08,1.4,6.02,29.54,77.79
2020/6/2 13:10,63.7,2.08,1.4,5.89,29.44,77.41
2020/6/2 13:20,63.85,2.08,1.4,6,29.54,78.33
2020/6/2 13:30,64,2.08,1.4,6,29.54,77.76
2020/6/2 13:40,64.35,2.08,1.4,6.01,29.43,77.54
2020/6/2 13:50,64.21,2.08,1.4,6.01,29.53,76.78
2020/6/2 14:00,63.79,2.08,1.4,6.01,29.4,76
2020/6/2 14:10,63.15,2.08,1.4,6.13,29.18,75.46
2020/6/2 14:20,62.45,2.08,1.4,5.8,29.38,74.9
2020/6/2 14:30,62,2.08,1.4,5.8,29.5,75.28
2020/6/2 14:40,62.1,2.08,1.4,6,29.4,74.97
2020/6/2 14:50,61.99,2.08,1.4,6,29.3,75.09
2020/6/2 15:00,62.1,2.08,1.4,5.9,29.43,74.09
2020/6/2 15:10,62,2.08,1.4,6,29.43,73.98
2020/6/2 15:20,61.9,2.08,1.4,6,29.33,73.2
2020/6/2 15:30,62.09,2.08,1.4,5.9,29.53,72.35
2020/6/2 15:40,61.99,2.08,1.4,6,29.53,73
2020/6/2 15:50,61.95,2.08,1.4,6,29.53,72.56
2020/6/2 16:00,61.95,2.08,1.4,6.11,29.43,72.41
2020/6/2 16:10,61.95,2.08,1.4,5.99,29.43,72.34
2020/6/2 16:20,62,2.08,1.4,5.88,29.53,71.99
2020/6/2 16:30,62.55,2.08,1.3,6.1,29.54,71.18
2020/6/2 16:40,62.95,2.08,1.3,5.99,29.53,71.49
2020/6/2 16:50,63.39,2.08,1.3,5.99,29.64,71.19
2020/6/2 17:00,63.65,2.08,1.3,6.2,29.64,71.34
2020/6/2 17:10,63.4,2.08,1.3,6.1,29.44,71.57
2020/6/2 17:20,63.15,2.08,1.3,5.97,29.43,71.83
2020/6/2 17:30,63.15,2.08,1.3,5.97,29.43,72.11
2020/6/2 17:40,63.25,2.08,1.3,5.97,29.53,71.86
2020/6/2 17:50,63.3,2.08,1.3,6.08,29.53,71.66
2020/6/2 18:00,63.65,2.08,1.3,5.97,29.53,71.82
2020/6/2 18:10,63.45,2.08,1.4,6.19,29.33,68.11
2020/6/2 18:20,63,2.08,1.4,5.96,29.33,67.55
2020/6/2 18:30,62.15,2.08,1.4,5.86,29.33,67.62
2020/6/2 18:40,62.3,2.08,1.4,5.84,29.54,67.72
2020/6/2 18:50,62.4,2.08,1.4,5.94,29.64,68.14
2020/6/2 19:00,62.54,2.08,1.4,6.05,29.64,68.68
2020/6/2 19:10,62.6,2.08,1.4,6.05,29.54,67.85
2020/6/2 19:20,62.5,2.08,1.4,6.04,29.44,67.7
2020/6/2 19:30,62.85,2.08,1.4,5.94,29.54,68.34
2020/6/2 19:40,63.19,2.08,1.4,5.94,29.64,68.92
2020/6/2 19:50,63.35,2.08,1.4,6.17,29.54,69.23
2020/6/2 20:00,63.3,2.08,1.4,6.05,29.54,69.71
2020/6/2 20:10,63.65,2.08,1.4,5.71,29.86,69.9
2020/6/2 20:20,64.89,2.08,1.4,6.31,29.88,70.29
2020/6/2 20:30,64.8,2.08,1.4,6.4,29.33,70.41
2020/6/2 20:40,64.75,2.08,1.4,5.97,29.22,70.55
2020/6/2 20:50,64.9,2.08,1.4,5.87,29.43,70.82
2020/6/2 21:00,64.6,2.08,1.4,5.97,29.43,70.71
2020/6/2 21:10,64.31,2.08,1.4,5.91,29.33,70.45
2020/6/2 21:20,64.1,2.08,1.4,5.91,29.43,70.53
2020/6/2 21:30,64,2.08,1.4,6.03,29.33,69.98
2020/6/2 21:40,63.9,2.08,1.4,6.03,29.33,69.93
2020/6/2 21:50,63.8,2.08,1.4,5.9,29.44,69.53
2020/6/2 22:00,63.49,2.08,1.4,6,29.44,68.54
2020/6/2 22:10,63.2,2.08,1.4,5.9,29.43,68.01
2020/6/2 22:20,62.09,2.08,1.4,5.9,29.31,67.63
2020/6/2 22:30,61.65,2.08,1.3,5.88,29.53,67.09
2020/6/2 22:40,61.65,2.08,1.3,5.88,29.53,67.1
2020/6/2 22:50,61.55,2.08,1.3,5.88,29.64,66.78
2020/6/2 23:00,61.4,2.08,1.3,6.1,29.54,66.48
2020/6/2 23:10,61.5,2.08,1.3,6.08,29.54,66.08
2020/6/2 23:20,61.31,2.08,1.3,6.08,29.44,65.76
2020/6/2 23:30,61.2,2.08,1.3,5.85,29.43,65.61
2020/6/2 23:40,61.15,2.08,1.3,6.1,29.31,65.44
2020/6/2 23:50,61.15,2.08,1.3,5.87,29.53,65.06
2020/6/3 00:00,61.35,2.08,1.3,5.98,29.64,64.8
2020/6/3 00:10,61.05,2.08,1.3,6.08,29.44,64.53
2020/6/3 00:20,60.7,2.08,1.3,5.97,29.44,64.54
2020/6/3 00:30,60.95,2.08,1.3,5.77,29.54,64.47
2020/6/3 00:40,60.9,1.98,1.3,5.98,29.54,64.22
2020/6/3 00:50,60.95,1.98,1.3,6.11,29.44,64.05
2020/6/3 01:00,60.75,1.98,1.3,6.01,29.44,64.17
2020/6/3 01:10,60.65,1.98,1.3,6,29.33,64.01
2020/6/3 01:20,61,1.98,1.3,5.88,29.54,63.34
2020/6/3 01:30,60.9,1.98,1.3,5.88,29.64,62.86
2020/6/3 01:40,60.6,1.98,1.3,6.18,29.44,62.68
2020/6/3 01:50,60.15,1.98,1.3,6.08,29.22,62.58
2020/6/3 02:00,59.65,1.98,1.3,5.74,29.43,62.63
2020/6/3 02:10,59.85,1.98,1.3,5.95,29.53,62.97
2020/6/3 02:20,60.05,1.98,1.3,5.95,29.53,63.47
2020/6/3 02:30,60.35,1.98,1.3,6.05,29.53,63.64
2020/6/3 02:40,60.79,1.98,1.3,6.03,29.75,63.67
2020/6/3 02:50,60.59,1.98,1.3,6.27,29.44,63.82
2020/6/3 03:00,60.55,1.98,1.3,6.06,29.44,64.09
2020/6/3 03:10,60.35,1.98,1.3,5.96,29.44,64.39
2020/6/3 03:20,60.45,1.98,1.3,5.96,29.44,64.51
2020/6/3 03:30,60.35,1.98,1.3,5.96,29.44,65.2
2020/6/3 03:40,60.7,1.98,1.3,6.07,29.33,64.89
